,code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,mbrg_2015q1,nprg_2015q1,nav_2015q1,targ_2015q1,epsg_2015q1,seg_2015q1,Unnamed: 0_y,name_x,mbrg_2015q2,nprg_2015q2,nav_2015q2,targ_2015q2,epsg_2015q2,seg_2015q2,Unnamed: 0_x,name_y,mbrg_2015q3,nprg_2015q3,nav_2015q3,targ_2015q3,epsg_2015q3,seg_2015q3,Unnamed: 0_y,name_x,mbrg_2015q4,nprg_2015q4,nav_2015q4,targ_2015q4,epsg_2015q4,seg_2015q4,Unnamed: 0_x,name_y,mbrg_2016q1,nprg_2016q1,nav_2016q1,targ_2016q1,epsg_2016q1,seg_2016q1,Unnamed: 0_y,name_x,mbrg_2016q2,nprg_2016q2,nav_2016q2,targ_2016q2,epsg_2016q2,seg_2016q2,Unnamed: 0_x,name_y,mbrg_2016q3,nprg_2016q3,nav_2016q3,targ_2016q3,epsg_2016q3,seg_2016q3,Unnamed: 0_y,name_x,mbrg_2016q4,nprg_2016q4,nav_2016q4,targ_2016q4,epsg_2016q4,seg_2016q4,Unnamed: 0_x,name_y,mbrg_2017q1,nprg_2017q1,nav_2017q1,targ_2017q1,epsg_2017q1,seg_2017q1,Unnamed: 0_y,name_x,mbrg_2017q2,nprg_2017q2,nav_2017q2,targ_2017q2,epsg_2017q2,seg_2017q2,Unnamed: 0_x,name_y,mbrg_2017q3,nprg_2017q3,nav_2017q3,targ_2017q3,epsg_2017q3,seg_2017q3,Unnamed: 0_y,name_x,mbrg_2017q4,nprg_2017q4,nav_2017q4,targ_2017q4,epsg_2017q4,seg_2017q4,Unnamed: 0,name_y,mbrg_2018q1,nprg_2018q1,nav_2018q1,targ_2018q1,epsg_2018q1,seg_2018q1
602,2367,康力电梯,运输设备,江苏,65.65,5.21,7.98,549378.38,361335.44,135385.91,118162.35,1.48,0.03,4.74,1.69,20100312,156807.95,1.97,-2.06,-80.07,27.99,3.42,46388.0,592,康力电梯,27.1812,31.214,25.4752,23.2289,30.6148,25.6853,683,康力电梯,20.2514,30.5113,15.379,6.0238,30.8398,15.5034,762,康力电梯,17.016,25.3576,15.4758,2.6205,25.8282,15.6245,1148,康力电梯,15.9158,21.1704,15.2861,7.1655,21.5467,15.4317,856,康力电梯,11.5173,21.7931,15.4237,15.961,21.4217,15.5503,926,康力电梯,11.1134,22.4376,26.0427,17.0922,21.8001,26.2673,1330,康力电梯,7.5533,11.886,56.7343,31.5123,10.1517,57.275,2385,康力电梯,1.3377,-12.4762,48.7204,28.6457,-15.4904,49.1048,1046,康力电梯,-1.077,30.637,48.0177,30.3503,20.8861,48.3794,2322,康力电梯,-4.0701,-16.4694,42.54,29.2011,-22.5015,42.8951,2520,康力电梯,-2.4952,-25.5801,7.4896,9.8432,-30.2613,7.4985,2596,康力电梯,-1.0296,-23.4972,7.491,7.6963,-26.8777,7.5371,2752,康力电梯,-2.064,-80.0839,4.5505,1.083,-80.0393,4.5826
603,2027,分众传媒,影视音像,广东,30.39,58.04,122.32,1570876.0,1105172.88,39982.12,18620.78,0.02,0.099,0.95,12.68,20040804,1089309.88,0.89,22.28,9.1,68.94,40.8,69964.0,2415,分众传媒,22.6186,,2.0085,-1.4112,-142.8571,2.0085,2052,分众传媒,13.1345,-63.7821,1.2555,2.9283,-65.2174,1.2555,2346,分众传媒,10.8053,-363.526,0.5839,4.0993,-361.7647,0.5839,2,分众传媒,2075.0779,51267.4479,856.0008,2016.1562,37650.0,828.28,0,分众传媒,2005.574,60629.8216,988.2193,2071.7937,5160.0,957.1185,0,分众传媒,2383.3751,748050.0109,1024.8311,1364.5227,56150.0,992.6181,2595,分众传媒,2315.8151,,1284.019,1502.0637,-4257.3034,1252.6767,1069,分众传媒,18.3801,31.3689,72.1597,-2.9805,-93.1126,73.7637,599,分众传媒,14.9918,71.7318,70.6925,0.2979,-19.7085,72.7386,1058,分众传媒,14.4861,33.316,26.8209,65.2432,-35.5556,27.7473,1276,分众传媒,15.7438,24.4787,24.565,26.9044,-13.5135,24.4795,1056,分众传媒,17.6285,34.2984,29.4876,28.2424,-5.7692,29.8044,1580,分众传媒,22.2758,8.9672,27.4378,22.3036,-22.0994,27.6766
605,600125,铁龙物流,铁路,辽宁,21.87,13.06,13.06,935674.31,554663.19,306798.03,15779.55,0.12,0.098,4.13,2.08,19980511,337184.31,2.58,41.84,45.68,8.48,4.46,125369.0,1480,铁龙物流,114.4909,-17.172,7.2673,28.7301,-17.1429,7.3439,1533,铁龙物流,74.2469,-10.3011,4.7781,-1.4537,-10.3139,4.8563,1528,铁龙物流,24.9556,-12.4483,5.0441,5.2857,-12.4877,4.4342,2309,铁龙物流,6.9487,-17.7494,3.7392,12.7553,-17.8244,3.7711,1745,铁龙物流,-6.1389999999999985,-29.6309,3.2232,6.6851,-29.3103,3.2546,1859,铁龙物流,-14.223,-19.3089,3.3435,2.9269,-19.1667,3.3575,1949,铁龙物流,-3.9352,-16.2506,2.4979,1.3605,-16.8539,3.116,2400,铁龙物流,-0.056,-13.6296,3.089,-0.7020000000000001,-14.0734,3.0888,629,铁龙物流,46.6523,67.6341,3.7695,4.0841,65.8537,3.7632,871,铁龙物流,76.5437,45.2708,4.4868,24.0295,45.3608,4.5074,924,铁龙物流,79.16,42.3074,4.9308,24.7692,43.9189,5.0011,1035,铁龙物流,85.0859,35.4701,4.9645,17.5887,36.7568,5.0373,763,铁龙物流,41.8386,46.2029,5.7319,20.0748,44.1176,5.7402
606,601028,玉龙股份,钢加工,江苏,357.52,7.83,7.83,256162.05,243217.09,1746.15,90415.18,1.15,0.005,2.59,2.66,20111107,21767.78,0.28,31.3,299.51,7.78,1.02,39919.0,340,玉龙股份,37.8271,67.0556,27.4623,13.9794,50.0,27.751,396,玉龙股份,24.4293,63.8762,30.2192,19.3732,-35.2941,29.7369,470,玉龙股份,7.0883,47.9121,30.3816,2.3844,-40.7407,29.5386,1446,玉龙股份,-13.9957,12.3831,2.8867,-18.3512,-52.7778,2.2711,1822,玉龙股份,-53.9791,-38.6859,1.7493,-13.5119,-75.0,1.5079,2288,玉龙股份,-46.2577,-68.2811,0.8741,-13.7528,-63.6364,1.2579,2534,玉龙股份,-25.502,-336.6437,-13.1257,-9.8467,-337.5,-12.6567,3088,玉龙股份,-18.5304,-601.4658,-26.5722,-4.8578,-582.3529,-25.8474,2521,玉龙股份,-15.2423,-97.6773,-27.0145,-12.5368,-96.6667,-26.5569,2858,玉龙股份,-12.0355,-100.9624,-26.1506,-10.3353,-100.75,-25.6085,3132,玉龙股份,-29.7748,,-12.9389,-20.9682,-123.6842,-12.2125,3484,玉龙股份,-23.6882,,3.7373,-17.4089,-112.4146,3.8793,83,玉龙股份,31.3046,497.7186,3.946,-11.7486,400.0,4.0715
608,600898,国美通讯,通信设备,山东,152.93,2.53,2.53,322032.13,200118.09,12950.05,4507.93,0.18,0.021,1.82,6.96,19960418,5756.37,0.23,130.39,602.21,4.46,0.63,23843.0,779,国美通讯,2.5216,18.0768,10.1265,4.3815,18.1102,10.1265,1375,国美通讯,5.6981,-0.7092,8.0676,4.9683,-0.7246,8.0676,1054,国美通讯,6.9282,10.8663,8.5961,6.9212,10.8861,8.5961,2464,国美通讯,6.7056,-26.5144,5.2611,10.311,-26.4869,5.2611,1854,国美通讯,-5.462999999999999,-42.291,4.7511,7.4103,-42.6667,4.7511,2129,国美通讯,-4.6549,-44.6299,1.2877,-6.4968,-44.708,1.2877,2336,国美通讯,-3.6445,-58.3786,-0.5809,-4.9249,-58.4475,-0.5809,2589,国美通讯,30.7082,-26.4006,2.3054,221.397,-30.8522,1.3036,2359,国美通讯,112.5137,-46.6617,2.0085,188.7059,-66.2791,0.8985,2922,国美通讯,45.1865,-273.753,-2.8297,188.7325,-285.1485,-2.8297,3024,国美通讯,64.8135,-318.5448,41.8622,229.5285,-327.7473,14.9361,3086,国美通讯,91.1687,-99.0063,43.8706,37.5514,-23.0889,22.4428,2990,国美通讯,130.3937,-1038.8287,40.0321,64.8097,613.7931,23.098000000000006
609,600415,小商品城,商品城,浙江,9.77,54.43,54.43,2506277.75,933184.69,585447.94,146848.05,0.27,0.133,2.18,2.38,20020509,385041.72,0.71,-82.85,6.28,50.32,89.58,214762.0,1143,小商品城,-6.7463,3.3965,2.043,12.4728,0.0,1.6241,1156,小商品城,-14.2299,7.3418,-1.3741,14.2112,-42.8571,-1.9162,930,小商品城,-12.0462,16.2592,1.7752,13.7144,-41.6667,1.636,514,小商品城,48.2636,63.0535,6.7861,3.9632,-13.3333,7.4341,370,小商品城,30.4834,76.6511,6.7575,1.385,0.0,7.3254,247,小商品城,154.8755,162.5604,9.9504,-11.3988,150.0,10.7946,322,小商品城,115.703,120.1735,11.1155,-12.7391,114.2857,11.7129,729,小商品城,23.5135,51.4019,6.4118,-8.3974,46.1538,7.0418,277,小商品城,323.7094,224.8241,11.7997,-14.6063,200.0,12.73,568,小商品城,76.9533,82.5528,10.9157,-6.9375,90.0,11.7623,838,小商品城,58.5326,48.1363,9.3347,-13.4597,46.6667,10.5222,941,小商品城,42.3281,40.3926,9.4828,-12.0802,42.1053,10.3547,1661,小商品城,-82.8494,6.515,6.7722,3.4339,8.3333,9.8418
610,600345,长江通信,通信设备,湖北,23.03,1.98,1.98,178242.61,46930.85,3266.74,42421.03,2.14,0.319,8.19,3.59,20001222,63685.33,3.22,-54.52,-2.54,12.87,185.57,26162.0,111,长江通信,-35.145,316.5874,9.428,-7.66,150.0,10.3098,1602,长江通信,-39.8711,-15.0845,8.411,-10.7046,-31.25,8.7856,1911,长江通信,-35.1789,-40.5485,4.1771,5.1184,-45.8333,5.4221,496,长江通信,-33.3282,66.7075,4.0898,0.4999,68.1818,5.6446,953,长江通信,-18.5269,16.6613,4.1041,-1.8692,20.0,5.8339,1544,长江通信,-20.1627,-1.7063,2.7591,1.3566,18.1818,4.0819,363,长江通信,-7.2412,104.6876,6.414,2.0932,100.0,8.1382,2263,长江通信,1.1307,-5.8498,-1.2789,-1.3008,-13.5135,3.5675,137,长江通信,-23.9583,538.9952,2.6815,3.5447,450.0,7.9715,141,长江通信,-34.361,445.6086,7.0354,3.3695,361.5385,12.9852,178,长江通信,-50.8311,292.6611,1.5333,-3.301,284.6154,15.0982,147,长江通信,-56.3545,312.3451,10.6389,3.7725,312.5,20.1136,1910,长江通信,-54.5219,-0.4311,10.1671,3.0648,-3.0303,19.0351
611,601991,大唐发电,火力发电,北京,29.65,99.94,185.07,25149400.0,3919980.75,15447064.0,1871862.75,1.01,0.04,2.99,1.16,20061220,590438.19,0.32,13.27,-14.19,17.99,3.12,208480.0,1652,大唐发电,-12.398,-32.4982,-2.3418,2.9005,-17.7966,-0.43,1446,大唐发电,-9.2817,-5.7096,0.5534,2.4144,3.504,0.1769,1459,大唐发电,-9.9725,-9.0071,-2.3523,-0.3736,-2.1068,-0.7765,471,大唐发电,-11.8301,70.4694,0.3841,0.3098,56.1806,2.7845,1890,大唐发电,-14.2817,-47.1529,-0.3411,-0.7909,-11.8557,2.4166,1916,大唐发电,-7.6246,-23.3415,-3.41,-0.9351,-17.1875,-0.0279,2389,大唐发电,-5.5066,-73.1157,-11.4128,-24.0416,-187.6809,-13.96,2725,大唐发电,-4.4691,-38.8285,-7.507999999999999,-23.1224,-193.4123,-11.7822,1171,大唐发电,16.4422,24.5744,-7.2003,-22.9512,-7.6023,-11.6761,2569,大唐发电,2.909,-35.0045,-2.861,-23.0367,-36.1635,-8.0089,432,大唐发电,7.059,114.1564,4.7098,2.1873,-160.6856,5.8149,1357,大唐发电,9.2744,21.9563,2.2885,1.0511,-165.2461,4.4313,921,大唐发电,13.2741,36.0169,25.0482,8.3845,-14.135,37.1889
612,600571,信雅达,软件服务,浙江,290.53,4.24,4.4,197495.97,102651.93,6134.6,19417.84,0.44,0.009000000000000001,3.18,3.28,20021101,23592.78,0.54,11.58,-73.55,50.83,1.34,63407.0,432,信雅达,10.8185,47.7882,14.1047,22.0521,21.4286,13.5119,1410,信雅达,1.2366,-2.9922,12.3812,4.4052,5.5556,12.372,1288,信雅达,-9.3298,1.0072,55.3352,26.1759,2.1538,54.8937,1464,信雅达,-2.2233,11.85,53.5809,28.8398,7.2727,52.8447,775,信雅达,48.5397,26.2167,53.3971,30.1112,-4.4118,51.9008,570,信雅达,31.3862,47.9201,58.1902,50.2501,27.193,54.1825,1000,信雅达,12.7146,24.2432,12.3856,7.7266,-41.2651,10.2849,1985,信雅达,28.6998,4.157,11.2555,8.7374,-52.5424,8.9529,2423,信雅达,0.5043,-61.8818,10.0643,11.2419,-47.6923,8.8814,2708,信雅达,10.905,-55.0872,6.3716,-3.4559,-65.5172,6.6833,2934,信雅达,2.2471,-88.0063,10.118,4.8196,-67.6923,4.4021,3153,信雅达,-4.5602,-266.4703,31.5207,26.7692,-271.4286,29.8011,2894,信雅达,11.5756,-166.0694,21.8176,14.5834,-73.5294,19.225
613,300417,南华仪器,电器仪表,广东,78.12,0.29,0.82,42779.09,28679.8,986.46,11993.74,1.47,0.07200000000000001,4.88,4.63,20150123,18264.53,2.24,-16.67,8.25,46.29,18.13,9404.0,990,南华仪器,25.851,8.946,,,-18.3211,,1081,南华仪器,25.5313,10.4101,96.4619,89.2056,-13.3659,96.4619,654,南华仪器,26.6287,31.6095,95.8301,86.9575,1.1475,95.8301,1634,南华仪器,15.8602,7.3576,88.0363,75.3781,-17.771,88.0363,1473,南华仪器,-13.2568,-8.2097,7.0163,5.4882,-8.177,7.0163,1031,南华仪器,-1.5533,17.5689,7.8839,5.7979,-43.6655,7.8839,1953,南华仪器,-6.2265,-16.5837,5.7546,4.7411,-59.4489,5.7546,1810,南华仪器,3.7033,8.8201,9.0601,9.756,-46.7261,9.0601,1565,南华仪器,22.3189,9.1925,8.1425,11.4296,-45.4248,8.1425,1647,南华仪器,10.8084,11.343,5.3663,8.0663,11.3443,5.3663,1165,南华仪器,12.0712,29.4305,6.8544,8.7334,29.4165,6.8544,1919,南华仪器,6.1921,6.0199,4.1401,3.7098,6.0177,4.1401,1606,南华仪器,-16.6685,8.2501,2.0247,0.1129,8.2335,2.0247
614,2085,万丰奥威,汽车配件,浙江,26.81,21.14,21.87,1007706.69,520075.81,325913.81,11495.69,0.05,0.103,2.84,3.9,20061128,359350.13,1.64,3.25,12.77,20.06,8.74,27208.0,830,万丰奥威,9.0197,15.5385,16.2809,23.3172,20.8333,17.6084,796,万丰奥威,6.7446,23.5968,16.0588,25.0641,29.8631,18.5682,678,万丰奥威,3.9298,29.9035,27.5889,27.1061,-38.4615,33.3456,457,万丰奥威,53.2232,72.2944,95.636,74.7523,-16.9643,109.5194,490,万丰奥威,59.1761,52.3033,95.9539,71.7331,-36.2414,109.0015,426,万丰奥威,65.5907,77.3861,96.1014,64.4108,-60.9115,108.6114,512,万丰奥威,66.5502,66.2363,92.3963,59.2028,-18.75,105.5117,1428,万丰奥威,11.8455,18.6385,22.1974,5.0003,-43.0108,29.331,1541,万丰奥威,17.2654,10.1745,19.4444,6.9408,-40.5084,26.4617,2098,万丰奥威,8.6967,-3.9929,14.329,2.4265,-16.4451,20.6956,2053,万丰奥威,6.2281,0.7327,15.0178,3.7541,-17.9487,19.9486,2341,万丰奥威,7.2899,-7.6282,13.5157,8.1886,-22.6415,13.2985,1609,万丰奥威,3.2522,8.1782,13.4782,6.6113,-9.0909,13.4533
615,300215,电科院,电气设备,江苏,138.53,5.97,7.58,390970.53,82336.0,218391.0,72307.56,0.95,0.014,2.63,2.88,20110511,43561.48,0.57,13.91,48.07,39.38,7.44,39968.0,2072,电科院,-17.8302,-181.6147,0.2613,19.7813,-133.3333,0.2494,2261,电科院,-26.8078,-157.21,-0.2678,25.017,-157.3614,-0.2439,2158,电科院,-14.1494,-87.1598,0.1895,18.7698,-87.9952,0.2223,2857,电科院,-1.0335,-65.5131,0.2912,16.9528,-62.8942,0.3496,2543,电科院,65.0974,,1.1392,10.8409,-136.0,1.2391,2792,电科院,65.1429,,1.5526,3.0949,-166.6667,4.0506,80,电科院,48.1272,546.6397,40.2252,11.1321,600.0,44.0434,251,电科院,32.5844,166.2377,39.8401,-2.1331,150.0,43.5325,310,电科院,5.2271,187.2179,40.1022,4.1194,155.5556,43.7799,249,电科院,19.8558,241.3421,43.4231,9.1046,250.0,43.8122,572,电科院,15.3319,79.7303,3.6636,-4.5058,71.4286,3.6619,558,电科院,16.1262,77.437,4.4327,1.3977,70.0,4.432,738,电科院,13.9096,48.0555,4.5917,2.8764,48.913,4.5923
616,300385,雪浪环境,环境保护,江苏,36.81,0.64,1.3,213223.09,131761.42,40942.2,59063.31,4.54,0.159,8.65,2.71,20140626,36030.78,2.77,21.17,49.15,22.24,11.36,10179.0,2585,雪浪环境,,,97.5141,69.7131,,86.723,543,雪浪环境,14.7803,43.2918,13.6833,29.4101,-42.0646,6.6967,645,雪浪环境,23.8497,32.5438,13.4722,39.3607,-39.68,6.432,589,雪浪环境,38.0888,52.9255,15.6807,50.2814,-28.3085,7.5018,981,雪浪环境,16.102,15.3239,9.6691,25.4728,-24.9644,7.5877,1380,雪浪环境,25.3614,4.4157,8.7887,22.0163,7.2606,7.0139999999999985,1316,雪浪环境,14.4072,12.1808,9.2121,17.6912,11.9363,7.2842,779,雪浪环境,20.1511,47.1094,12.1473,15.0551,56.8428,10.9509,1811,雪浪环境,16.1398,1.2117,9.9753,13.1307,9.4787,8.8162,1745,雪浪环境,21.1459,8.5905,11.741,15.0241,10.6842,10.6736,2061,雪浪环境,33.1174,0.5147,11.2406,16.686,9.8637,10.6093,2642,雪浪环境,17.4793,-26.5353,40.905,35.6106,-32.454,42.4651,1329,雪浪环境,21.1708,17.4969,42.9871,28.4246,37.4892,45.3483
617,2636,金安国纪,元器件,上海,21.67,2.46,7.28,443491.59,334971.91,77896.61,19133.28,0.26,0.122,3.17,3.32,20111125,132576.23,1.82,8.02,-41.88,20.08,9.7,51669.0,408,金安国纪,4.3251,50.8609,2.2269,1.8589,25.0,2.2481,794,金安国纪,10.542,23.662,3.6693,10.0919,-54.5455,3.6693,1068,金安国纪,9.3294,10.4427,3.4484,11.7247,-58.0,3.4484,889,金安国纪,12.5571,31.0573,4.0693,16.7856,-50.6667,4.0693,204,金安国纪,18.6669,163.4166,5.8708,15.2079,10.0,5.8708,280,金安国纪,6.8469,135.7817,7.5885,9.1498,140.0,7.5885,173,金安国纪,12.4993,242.3707,12.0095,11.9782,244.2857,12.0095,81,金安国纪,19.9832,530.21,24.6261,18.4533,533.7838,24.6261,227,金安国纪,35.5661,280.6673,31.7588,22.9732,280.0,31.7588,290,金安国纪,24.7588,203.2093,31.7951,20.1262,200.0,31.7951,322,金安国纪,25.0556,150.6823,34.3383,24.1645,150.6224,34.3383,712,金安国纪,20.371,57.5428,28.2141,28.5854,57.3561,28.2141,2473,金安国纪,8.0206,-41.1397,23.8572,34.663000000000004,-41.6268,22.5302
618,601012,隆基股份,半导体,陕西,34.41,19.76,19.94,3480441.5,2040182.63,1061186.5,543859.81,2.73,0.272,7.4,5.07,20120411,644009.19,3.23,29.14,23.57,21.91,15.65,67302.0,289,隆基股份,18.1243,88.0973,10.2822,25.9323,55.5556,9.3993,850,隆基股份,15.2964,19.6815,70.7604,57.025,-66.6667,70.7392,628,隆基股份,14.3705,33.9736,70.2595,76.8822,-57.1429,70.855,443,隆基股份,61.5967,74.3918,73.2911,58.2908,-43.6364,75.0697,172,隆基股份,169.113,198.1023,76.8601,94.272,7.1429,79.3046,91,隆基股份,282.5066,551.1183,22.696,54.5884,600.0,23.5491,124,隆基股份,204.2592,333.5213,79.1098,73.0038,313.3333,80.2781,212,隆基股份,93.8872,197.8602,78.5303,87.8044,177.4194,79.1285,672,隆基股份,21.6531,60.8551,77.72399999999998,87.8065,46.6667,78.4275,921,隆基股份,-2.2973,41.4665,72.8053,111.31,26.5306,73.4733,476,隆基股份,27.2305,103.8432,27.0584,83.8392,80.6452,26.5219,341,隆基股份,41.904,128.8376,41.1204,71.5158,110.4651,40.6518,1203,隆基股份,29.1352,22.5247,40.8497,59.1865,22.7273,39.9227
619,2590,万安科技,汽车配件,浙江,39.64,4.25,4.8,359484.63,227476.91,74164.59,78960.97,1.65,0.067,3.89,2.71,20110610,52594.95,1.1,-0.5,-7.84,26.82,5.82,50775.0,573,万安科技,36.5006,32.7512,10.067,0.3726,-20.0,10.3986,538,万安科技,27.4232,44.5933,10.3292,7.2881,-27.7778,10.1724,717,万安科技,23.3429,27.7104,9.5839,9.6586,-41.6667,9.6502,919,万安科技,27.839,29.5442,10.402,13.616,-38.8889,10.126,580,万安科技,21.5252,41.2279,115.896,58.554,-37.5,119.5084,1210,万安科技,25.2468,10.45,114.3268,56.7332,-7.6923,116.4363,792,万安科技,22.9978,35.2429,115.568,52.6099,21.4286,116.9487,963,万安科技,32.0286,36.8434,109.6026,53.2574,22.7273,111.4769,703,万安科技,13.2285,56.5201,7.0841,12.6499,40.0,5.93,1301,万安科技,10.5389,22.0928,7.0933,11.4992,25.0,6.9647,1442,万安科技,13.0089,18.2013,6.4188,16.3527,17.6471,6.2822,2167,万安科技,1.9317,-0.1287,6.8089,9.3666,0.0,6.7164,2066,万安科技,-0.5044,-9.9841,6.4755,6.9583,0.0,6.4286
620,2106,莱宝高科,元器件,深圳,0.0,7.04,7.06,459921.0,297575.28,124862.86,207783.98,2.94,-0.03,5.24,1.45,20070112,62890.85,0.89,9.49,-160.23,12.61,-2.6,56988.0,2146,莱宝高科,13.5352,-378.7208,-2.9595,0.9786,-394.5378,-2.9835,2335,莱宝高科,9.9933,-352.3523,-3.1293,-3.6304,-380.4255,-3.1115,2371,莱宝高科,-1.9049,-539.2728,-3.9189,-3.375,-602.381,-3.9419,3232,莱宝高科,3.4366,-3653.3384,-15.1157,-17.0387,-4350.0,-15.0629,2707,莱宝高科,-20.3874,,-13.9187,-16.837,-113.5521,-13.8517,2580,莱宝高科,5.559,,-11.0496,-8.3683,-172.3824,-11.041,2984,莱宝高科,38.5552,,-8.8045,-3.2958,-186.5719,-8.8805,3328,莱宝高科,38.3746,,6.4094,8.5457,-135.2941,6.1822,162,莱宝高科,59.6432,434.3977,7.2563,10.324000000000002,428.4211,7.0047,2162,莱宝高科,28.8445,-7.3798,4.1197,4.3025,-5.6604,3.9137,2435,莱宝高科,24.7138,-18.3557,3.5596,5.0556,-17.3358,3.3839,2725,莱宝高科,18.9458,-33.2769,2.0173,0.5301,-33.3333,1.8393,2886,莱宝高科,9.4894,-153.4594,0.4322,0.6683,-160.1594,0.2268
626,561,烽火电子,通信设备,陕西,0.0,5.94,6.04,277187.41,215634.3,30416.1,20266.13,0.34,-0.032,2.09,3.38,19940509,51016.45,0.84,34.33,1.98,35.78,-10.83,54164.0,2549,烽火电子,25.3001,,4.7330000000000005,17.8485,-0.0,3.5377,1684,烽火电子,9.2596,-19.3726,3.852,5.0371,0.0,3.6775,783,烽火电子,5.6893,23.5864,4.0473,10.3254,4.0541,3.5631,286,烽火电子,16.3124,117.3885,8.416,18.9137,116.6667,8.5651,2821,烽火电子,47.7271,,10.5377,20.0748,-66.6667,10.2075,119,烽火电子,18.3577,396.5988,11.5551,18.6902,500.0,11.7044,53,烽火电子,23.4099,860.3193,14.8986,9.223,1436.3636,15.5068,1609,烽火电子,3.9025,13.5309,11.1511,1.8558,15.3846,11.6464,2887,烽火电子,-11.519,,9.7023,4.1347,200.0,10.2589,2651,烽火电子,10.9186,-44.4049,9.6212,5.7904,-50.0,9.3724,2904,烽火电子,2.4076,-82.0342,11.015,8.9564,-91.5469,10.8024,2485,烽火电子,8.7227,-16.1157,11.9668,20.2552,-20.0,12.0106,3462,烽火电子,34.3314,,12.2017,20.1564,-0.0,12.316
628,600805,悦达投资,综合类,江苏,30.81,8.5,8.51,1051351.88,284824.34,118664.47,38216.9,0.45,0.048,7.2,0.82,19940103,414141.72,4.87,48.29,391.48,18.96,8.11,50259.0,1753,悦达投资,11.3826,-45.1544,9.6948,5.7774,-40.7666,9.0866,1956,悦达投资,-8.0372,-45.9233,7.7717,-4.9792,-43.1034,7.0726,2143,悦达投资,-16.6801,-80.9497,1.2617,-4.4199,-80.7256,0.502,2953,悦达投资,-22.7177,-88.4367,-1.0178,-4.6245,-88.0,0.2624,2038,悦达投资,-11.2631,-77.9861,-2.5142,-4.4702,-78.2353,-1.4394,2301,悦达投资,-15.5954,-71.0609,-2.9026,-8.6544,-71.2121,-2.1385,2248,悦达投资,-16.386,-44.6192,-0.6891,-9.1957,-41.1765,0.0911,1871,悦达投资,-12.2061,7.1535,3.5472,-3.8128,-13.3333,3.8351,2437,悦达投资,-4.7679,-66.5402,3.3357,-3.9829,-72.973,3.6705,2744,悦达投资,-3.6059,-64.3601,1.8815,-0.7191,-89.4737,2.4772,3039,悦达投资,-1.2523,-416.6231,-2.9773,4.7327,-426.0,-2.7386,3173,悦达投资,-1.5268,-332.9791,-5.3607,-1.6223,-353.8462,-7.1706,129,悦达投资,48.2866,351.5808,-5.0404,5.1545,380.0,-6.9014
629,2080,中材科技,化纤,江苏,24.54,6.4,12.91,2288141.5,939363.63,1090135.25,573578.31,4.44,0.115,6.99,1.61,20061120,226013.84,1.75,2.57,8.2,29.17,7.11,32183.0,2311,中材科技,75.806,,7.2632,13.6596,-301.4577,11.5031,108,中材科技,58.5324,368.7151,15.571,14.817,416.0314,16.035999999999998,119,中材科技,47.6937,256.4292,18.1609,17.2576,282.2446,18.1692,359,中材科技,31.7132,94.9658,12.4346,-0.7170000000000001,97.3193,12.0147,1576,中材科技,-20.5883,-14.4881,5.4938,2.8617,4.7757,11.614,713,中材科技,50.2996,36.485,184.017,149.1684,-17.1627,198.8751,1213,中材科技,48.9176,16.0394,176.6061,145.0182,-33.6401,191.5285,1228,中材科技,53.9047,25.7259,168.3435,157.2932,-29.7283,182.4892,170,中材科技,162.3821,414.1188,187.8663,148.6827,134.5304,184.956,928,中材科技,18.0856,40.9286,4.2032,6.0132,21.4267,3.8062,576,中材科技,15.9648,79.4803,6.2253,5.9627,63.7024,5.9643,479,中材科技,14.4821,91.4008,10.1375,9.0526,80.2502,9.7816,1518,中材科技,2.5682,10.685,11.1105,10.1796,8.1861,10.9755
630,300151,昌红科技,机械基件,深圳,100.54,2.87,5.03,95431.31,58445.93,22895.25,11105.99,0.22,0.019,1.67,4.63,20101222,20922.05,0.42,18.69,141.32,26.18,6.44,35273.0,1560,昌红科技,-9.1574,-24.8762,5.2965,-0.1946,-58.3333,5.2161,1920,昌红科技,-4.2761,-40.6891,5.4951,8.3757,-76.9231,4.048,1883,昌红科技,-5.2495,-37.8044,4.883,9.9846,-76.1905,3.4357,2696,昌红科技,-5.1751,-42.9811,4.2567,1.5439,-76.9231,2.6355,1754,昌红科技,1.4985,-30.6106,3.8337,1.5643,-80.0,2.1855,838,昌红科技,1.9732,26.9279,2.9168,-3.3346,33.3333,2.8829,1368,昌红科技,2.3743,10.5177,2.4778,-1.1906,20.0,2.4124,1669,昌红科技,7.2162,12.0111,2.6289,4.0824,0.0,2.5507,2350,昌红科技,2.535,-45.5865,2.2069,2.1243,-20.0,1.9051,2587,昌红科技,0.3432,-36.6325,0.9639,-0.8956,-25.0,0.9308,2426,昌红科技,-1.2289,-17.7211,0.8208,-4.1691,-16.6667,0.9221,1902,昌红科技,1.7834,6.4369,1.754,-3.1914,16.6667,1.6654,267,昌红科技,18.6901,163.7505,2.1074,-1.8607,140.0,2.2527
